data,campanha,canal,impressoes,cliques,gasto,conversoes,receita
2026-08-06,Lançamento - Coleção Verão,Google Ads,4956,170,166.98,7,899.0
2026-08-06,Promoção - Frete Grátis,Meta Ads,1017,21,72.31,1,131.25
2026-08-06,Promoção - Frete Grátis,Google Ads,14279,252,437.38,9,1362.19
2026-08-07,Black Friday - Roupas,Meta Ads,13565,278,777.97,15,3425.91
2026-08-07,Black Friday - Roupas,Google Ads,6809,231,561.29,3,301.22
2026-08-07,Institucional - Marca,Meta Ads,6663,92,96.47,4,993.54
2026-08-07,Institucional - Marca,Google Ads,11106,239,605.25,14,2530.92
2026-08-07,Remarketing - Carrinho Abandonado,Meta Ads,1806,45,121.86,2,328.97
2026-08-07,Remarketing - Carrinho Abandonado,Google Ads,4695,58,46.72,1,111.61
2026-08-07,Lançamento - Coleção Verão,Meta Ads,14796,142,475.81,8,2547.27
2026-08-07,Lançamento - Coleção Verão,Google Ads,1771,40,107.72,2,380.4
2026-08-07,Promoção - Frete Grátis,Meta Ads,11620,192,638.96,9,3003.35
2026-08-07,Promoção - Frete Grátis,Google Ads,8317,141,432.51,3,784.69
2026-08-08,Black Friday - Roupas,Meta Ads,8867,221,473.98,13,2187.93
2026-08-08,Black Friday - Roupas,Google Ads,2279,62,202.7,2,299.7
2026-08-08,Institucional - Marca,Meta Ads,4176,85,168.61,6,851.26
2026-08-08,Institucional - Marca,Google Ads,4638,111,161.33,6,628.05
2026-08-08,Remarketing - Carrinho Abandonado,Meta Ads,9060,267,249.66,19,1671.36
2026-08-08,Remarketing - Carrinho Abandonado,Google Ads,11476,131,200.58,3,290.65
2026-08-08,Lançamento - Coleção Verão,Meta Ads,8752,155,214.12,8,1924.77
2026-08-08,Lançamento - Coleção Verão,Google Ads,2129,71,217.54,4,1208.82
2026-08-08,Promoção - Frete Grátis,Meta Ads,8110,109,318.75,4,874.7
2026-08-08,Promoção - Frete Grátis,Google Ads,1514,41,90.52,0,0.0
2026-08-09,Black Friday - Roupas,Meta Ads,7740,86,254.49,2,627.2
2026-08-09,Black Friday - Roupas,Google Ads,3412,108,280.74,7,1418.71
2026-08-09,Institucional - Marca,Meta Ads,9136,285,718.91,19,4082.08
2026-08-09,Institucional - Marca,Google Ads,12389,303,1008.37,4,1210.72
2026-08-09,Remarketing - Carrinho Abandonado,Meta Ads,8329,237,572.8,5,1196.81
2026-08-09,Remarketing - Carrinho Abandonado,Google Ads,8826,59,125.43,4,433.82
2026-08-09,Lançamento - Coleção Verão,Meta Ads,9514,251,208.59,9,2965.39
2026-08-09,Lançamento - Coleção Verão,Google Ads,14152,138,136.67,3,778.02
2026-08-09,Promoção - Frete Grátis,Meta Ads,3168,94,188.45,6,492.9
2026-08-09,Promoção - Frete Grátis,Google Ads,2687,33,72.29,1,176.36
2026-08-10,Black Friday - Roupas,Meta Ads,12082,88,277.74,5,691.68
2026-08-10,Black Friday - Roupas,Google Ads,9258,310,521.48,10,2165.21
2026-08-10,Institucional - Marca,Meta Ads,3354,40,66.41,2,201.93
2026-08-10,Institucional - Marca,Google Ads,10848,217,287.18,15,3941.61
2026-08-10,Remarketing - Carrinho Abandonado,Meta Ads,11204,171,350.03,6,501.47
2026-08-10,Remarketing - Carrinho Abandonado,Google Ads,11196,109,285.45,2,534.73
2026-08-10,Lançamento - Coleção Verão,Meta Ads,13282,261,511.55,16,5008.04
2026-08-10,Lançamento - Coleção Verão,Google Ads,9176,247,541.01,5,512.8
2026-08-10,Promoção - Frete Grátis,Meta Ads,9412,164,455.51,11,1240.84
2026-08-10,Promoção - Frete Grátis,Google Ads,14818,120,168.05,5,1220.47
2026-08-11,Black Friday - Roupas,Meta Ads,10945,109,158.93,3,511.9
2026-08-11,Black Friday - Roupas,Google Ads,3953,133,327.71,6,1153.56
2026-08-11,Institucional - Marca,Meta Ads,3505,109,287.02,4,1133.88
2026-08-11,Institucional - Marca,Google Ads,2448,48,91.79,3,751.45
2026-08-11,Remarketing - Carrinho Abandonado,Meta Ads,12707,423,1134.02,18,5975.0
2026-08-11,Remarketing - Carrinho Abandonado,Google Ads,4890,45,120.09,1,185.8
2026-08-11,Lançamento - Coleção Verão,Meta Ads,13092,332,958.51,25,7241.3
2026-08-11,Lançamento - Coleção Verão,Google Ads,4145,119,117.38,5,1156.92
2026-08-11,Promoção - Frete Grátis,Meta Ads,4200,48,131.02,3,832.37
2026-08-11,Promoção - Frete Grátis,Google Ads,9788,206,629.85,13,4000.07
2026-08-12,Black Friday - Roupas,Meta Ads,11238,99,155.52,4,871.41
2026-08-12,Black Friday - Roupas,Google Ads,1158,35,111.4,1,100.44
2026-08-12,Institucional - Marca,Meta Ads,5137,125,105.23,3,408.44
2026-08-12,Institucional - Marca,Google Ads,4219,132,244.38,6,2048.27
2026-08-12,Remarketing - Carrinho Abandonado,Meta Ads,9423,201,693.57,8,1748.88
2026-08-12,Remarketing - Carrinho Abandonado,Google Ads,8681,156,544.81,7,1167.0
2026-08-12,Lançamento - Coleção Verão,Meta Ads,14662,104,287.97,5,1353.96
2026-08-12,Lançamento - Coleção Verão,Google Ads,13431,254,698.85,14,3799.13
2026-08-12,Promoção - Frete Grátis,Meta Ads,8526,139,423.21,9,1626.98
2026-08-12,Promoção - Frete Grátis,Google Ads,1170,34,98.14,1,97.95
2026-08-13,Black Friday - Roupas,Meta Ads,5755,102,232.53,4,698.22
2026-08-13,Black Friday - Roupas,Google Ads,10195,209,246.39,11,2722.81
2026-08-13,Institucional - Marca,Meta Ads,4112,68,176.03,2,371.01
2026-08-13,Institucional - Marca,Google Ads,12205,393,1119.47,20,5132.32
2026-08-13,Remarketing - Carrinho Abandonado,Meta Ads,9495,290,656.11,18,2931.56
2026-08-13,Remarketing - Carrinho Abandonado,Google Ads,4016,106,162.34,2,329.47
2026-08-13,Lançamento - Coleção Verão,Meta Ads,7904,90,175.24,6,1301.44
2026-08-13,Lançamento - Coleção Verão,Google Ads,3778,82,195.05,1,199.84
2026-08-13,Promoção - Frete Grátis,Meta Ads,5386,133,392.33,3,800.81
2026-08-13,Promoção - Frete Grátis,Google Ads,4834,116,327.15,2,445.51
2026-08-14,Black Friday - Roupas,Meta Ads,6611,70,187.29,1,240.73
2026-08-14,Black Friday - Roupas,Google Ads,8457,58,168.05,3,613.83
2026-08-14,Institucional - Marca,Meta Ads,11626,123,127.75,7,1256.18
2026-08-14,Institucional - Marca,Google Ads,13179,78,117.07,0,0.0
2026-08-14,Remarketing - Carrinho Abandonado,Meta Ads,6210,134,121.3,7,1170.52
2026-08-14,Remarketing - Carrinho Abandonado,Google Ads,2603,28,61.27,1,197.83
2026-08-14,Lançamento - Coleção Verão,Meta Ads,4672,139,428.28,3,707.13
2026-08-14,Lançamento - Coleção Verão,Google Ads,12531,426,1291.62,31,10293.99
2026-08-14,Promoção - Frete Grátis,Meta Ads,9806,286,891.37,22,3194.49
2026-08-14,Promoção - Frete Grátis,Google Ads,12418,175,290.3,13,4169.91
2026-08-15,Black Friday - Roupas,Meta Ads,3464,98,228.21,3,770.02
2026-08-15,Black Friday - Roupas,Google Ads,3350,18,15.23,1,270.66
2026-08-15,Institucional - Marca,Meta Ads,6547,58,126.52,0,0.0
2026-08-15,Institucional - Marca,Google Ads,5304,164,391.1,8,2779.87
2026-08-15,Remarketing - Carrinho Abandonado,Meta Ads,4978,134,351.82,2,472.57
2026-08-15,Remarketing - Carrinho Abandonado,Google Ads,2758,85,155.01,3,741.01
2026-08-15,Lançamento - Coleção Verão,Meta Ads,3762,42,146.5,3,766.1
2026-08-15,Lançamento - Coleção Verão,Google Ads,5732,107,357.15,4,1345.14
2026-08-15,Promoção - Frete Grátis,Meta Ads,3461,54,169.12,0,0.0
2026-08-15,Promoção - Frete Grátis,Google Ads,9631,192,511.75,11,2806.46
2026-08-16,Black Friday - Roupas,Meta Ads,3005,65,183.24,4,766.93
2026-08-16,Black Friday - Roupas,Google Ads,1115,29,58.84,1,306.09
2026-08-16,Institucional - Marca,Meta Ads,5249,35,92.77,0,0.0
2026-08-16,Institucional - Marca,Google Ads,706,21,62.32,1,224.7
2026-08-16,Remarketing - Carrinho Abandonado,Meta Ads,3755,126,400.73,6,1830.74
2026-08-16,Remarketing - Carrinho Abandonado,Google Ads,14645,478,1135.07,24,4219.91
2026-08-16,Lançamento - Coleção Verão,Meta Ads,11913,310,303.68,8,2617.85
2026-08-16,Lançamento - Coleção Verão,Google Ads,2887,90,286.55,5,685.16
2026-08-16,Promoção - Frete Grátis,Meta Ads,7712,264,698.37,9,2664.18
2026-08-16,Promoção - Frete Grátis,Google Ads,3827,111,387.67,1,322.29
2026-08-17,Black Friday - Roupas,Meta Ads,14562,336,830.35,25,7237.4
2026-08-17,Black Friday - Roupas,Google Ads,6919,106,209.41,3,782.14
2026-08-17,Institucional - Marca,Meta Ads,7453,246,253.33,9,892.61
2026-08-17,Institucional - Marca,Google Ads,2911,29,60.39,0,0.0
2026-08-17,Remarketing - Carrinho Abandonado,Meta Ads,13351,242,539.82,19,2371.69
2026-08-17,Remarketing - Carrinho Abandonado,Google Ads,9275,168,260.67,11,1848.97
2026-08-17,Lançamento - Coleção Verão,Meta Ads,9595,111,94.95,7,1250.98
2026-08-17,Lançamento - Coleção Verão,Google Ads,8087,203,196.69,5,1492.18
2026-08-17,Promoção - Frete Grátis,Meta Ads,11986,339,341.2,26,3984.99
2026-08-17,Promoção - Frete Grátis,Google Ads,12405,370,1001.97,19,2320.18
2026-08-18,Black Friday - Roupas,Meta Ads,13273,377,610.66,11,889.33
2026-08-18,Black Friday - Roupas,Google Ads,14639,287,293.35,12,1952.94
2026-08-18,Institucional - Marca,Meta Ads,5420,143,223.25,5,657.48
2026-08-18,Institucional - Marca,Google Ads,5708,126,327.79,8,2502.36
2026-08-18,Remarketing - Carrinho Abandonado,Meta Ads,9986,63,71.89,3,859.78
2026-08-18,Remarketing - Carrinho Abandonado,Google Ads,4635,74,98.19,3,840.73
2026-08-18,Lançamento - Coleção Verão,Meta Ads,946,20,53.1,1,111.59
2026-08-18,Lançamento - Coleção Verão,Google Ads,4643,79,133.21,3,857.58
2026-08-18,Promoção - Frete Grátis,Meta Ads,11569,371,1188.2,24,5225.76
2026-08-18,Promoção - Frete Grátis,Google Ads,14400,322,683.28,17,2414.9
2026-08-19,Black Friday - Roupas,Meta Ads,2074,68,190.56,2,231.09
2026-08-19,Black Friday - Roupas,Google Ads,6763,71,110.22,1,129.37
2026-08-19,Institucional - Marca,Meta Ads,3285,105,255.19,5,1154.33
2026-08-19,Institucional - Marca,Google Ads,14641,136,246.33,8,1433.56
2026-08-19,Remarketing - Carrinho Abandonado,Meta Ads,1198,18,49.85,0,0.0
2026-08-19,Remarketing - Carrinho Abandonado,Google Ads,807,20,27.91,0,0.0
2026-08-19,Lançamento - Coleção Verão,Meta Ads,4058,91,257.49,4,968.3
2026-08-19,Lançamento - Coleção Verão,Google Ads,8612,205,579.27,4,814.99
2026-08-19,Promoção - Frete Grátis,Meta Ads,1410,15,23.9,0,0.0
2026-08-19,Promoção - Frete Grátis,Google Ads,7946,109,148.28,2,650.55
2026-08-20,Black Friday - Roupas,Meta Ads,8602,44,126.97,2,492.24
2026-08-20,Black Friday - Roupas,Google Ads,11497,205,494.39,16,4604.02
2026-08-20,Institucional - Marca,Meta Ads,2256,59,122.98,3,857.94
2026-08-20,Institucional - Marca,Google Ads,2147,32,69.71,1,325.86
2026-08-20,Remarketing - Carrinho Abandonado,Meta Ads,3261,91,103.12,4,620.75
2026-08-20,Remarketing - Carrinho Abandonado,Google Ads,2348,42,128.76,0,0.0
2026-08-20,Lançamento - Coleção Verão,Meta Ads,13909,159,271.45,6,1732.88
2026-08-20,Lançamento - Coleção Verão,Google Ads,13804,320,498.83,7,1277.73
2026-08-20,Promoção - Frete Grátis,Meta Ads,3803,41,38.95,2,511.82
2026-08-20,Promoção - Frete Grátis,Google Ads,2004,24,63.1,1,330.87
2026-08-21,Black Friday - Roupas,Meta Ads,4985,79,131.04,4,785.6
2026-08-21,Black Friday - Roupas,Google Ads,6331,178,255.06,6,528.77
2026-08-21,Institucional - Marca,Meta Ads,7782,107,97.59,5,1206.34
2026-08-21,Institucional - Marca,Google Ads,9721,246,407.72,17,5707.47
2026-08-21,Remarketing - Carrinho Abandonado,Meta Ads,8038,162,282.87,11,1889.12
2026-08-21,Remarketing - Carrinho Abandonado,Google Ads,14080,74,202.27,4,992.5
2026-08-21,Lançamento - Coleção Verão,Meta Ads,2017,58,89.96,1,164.55
2026-08-21,Lançamento - Coleção Verão,Google Ads,5391,69,119.17,4,1330.32
2026-08-21,Promoção - Frete Grátis,Meta Ads,13755,456,922.3,10,1245.19
2026-08-21,Promoção - Frete Grátis,Google Ads,13154,130,312.92,2,682.76
2026-08-22,Black Friday - Roupas,Meta Ads,9228,298,390.79,3,288.68
2026-08-22,Black Friday - Roupas,Google Ads,1596,43,121.92,2,648.35
2026-08-22,Institucional - Marca,Meta Ads,9720,82,274.06,5,1024.23
2026-08-22,Institucional - Marca,Google Ads,12892,321,613.18,12,3826.06
2026-08-22,Remarketing - Carrinho Abandonado,Meta Ads,7495,207,330.52,6,653.43
2026-08-22,Remarketing - Carrinho Abandonado,Google Ads,9961,106,137.64,3,588.27
2026-08-22,Lançamento - Coleção Verão,Meta Ads,6052,179,226.98,7,780.99
2026-08-22,Lançamento - Coleção Verão,Google Ads,6384,126,202.84,6,1182.83
2026-08-22,Promoção - Frete Grátis,Meta Ads,9675,82,186.64,5,864.34
2026-08-22,Promoção - Frete Grátis,Google Ads,10018,54,127.97,0,0.0
2026-08-23,Black Friday - Roupas,Meta Ads,13659,337,1087.04,12,2018.81
2026-08-23,Black Friday - Roupas,Google Ads,1508,11,16.34,0,0.0
2026-08-23,Institucional - Marca,Meta Ads,2216,41,45.94,3,413.9
2026-08-23,Institucional - Marca,Google Ads,1084,34,99.13,2,493.15
2026-08-23,Remarketing - Carrinho Abandonado,Meta Ads,6398,134,144.56,2,466.71
2026-08-23,Remarketing - Carrinho Abandonado,Google Ads,6578,143,209.47,5,1471.32
2026-08-23,Lançamento - Coleção Verão,Meta Ads,9306,317,622.69,10,935.94
2026-08-23,Lançamento - Coleção Verão,Google Ads,2087,12,26.56,0,0.0
2026-08-23,Promoção - Frete Grátis,Meta Ads,2932,36,84.95,1,302.36
2026-08-23,Promoção - Frete Grátis,Google Ads,9924,72,231.76,4,490.97
2026-08-24,Black Friday - Roupas,Meta Ads,6404,95,129.62,1,206.01
2026-08-24,Black Friday - Roupas,Google Ads,1089,35,81.46,0,0.0
2026-08-24,Institucional - Marca,Meta Ads,13442,399,733.54,16,2590.2
2026-08-24,Institucional - Marca,Google Ads,11414,62,163.3,0,0.0
2026-08-24,Remarketing - Carrinho Abandonado,Meta Ads,6549,39,81.28,1,123.53
2026-08-24,Remarketing - Carrinho Abandonado,Google Ads,14259,336,570.09,25,7702.82
2026-08-24,Lançamento - Coleção Verão,Meta Ads,11642,204,227.29,10,3333.9
2026-08-24,Lançamento - Coleção Verão,Google Ads,1503,38,96.91,0,0.0
2026-08-24,Promoção - Frete Grátis,Meta Ads,6765,203,608.92,10,1808.34
2026-08-24,Promoção - Frete Grátis,Google Ads,1573,12,21.1,0,0.0
2026-08-25,Black Friday - Roupas,Meta Ads,11137,148,205.1,4,920.83
2026-08-25,Black Friday - Roupas,Google Ads,14531,433,395.4,17,2132.05
2026-08-25,Institucional - Marca,Meta Ads,2784,73,77.27,2,683.08
2026-08-25,Institucional - Marca,Google Ads,10898,367,512.04,26,8638.81
2026-08-25,Remarketing - Carrinho Abandonado,Meta Ads,2918,47,77.77,1,104.67
2026-08-25,Remarketing - Carrinho Abandonado,Google Ads,11993,251,659.9,10,2775.04
2026-08-25,Lançamento - Coleção Verão,Meta Ads,4766,151,389.09,1,334.66
2026-08-25,Lançamento - Coleção Verão,Google Ads,3041,25,71.85,1,197.12
2026-08-25,Promoção - Frete Grátis,Meta Ads,12546,244,533.89,7,1643.05
2026-08-25,Promoção - Frete Grátis,Google Ads,3171,99,228.73,6,1634.81
2026-08-26,Black Friday - Roupas,Meta Ads,7763,263,491.0,16,2773.88
2026-08-26,Black Friday - Roupas,Google Ads,1225,36,71.62,0,0.0
2026-08-26,Institucional - Marca,Meta Ads,3306,42,145.9,0,0.0
2026-08-26,Institucional - Marca,Google Ads,9290,174,341.68,5,667.43
2026-08-26,Remarketing - Carrinho Abandonado,Meta Ads,13501,319,446.99,10,2275.44
2026-08-26,Remarketing - Carrinho Abandonado,Google Ads,12817,362,417.15,17,3389.94
2026-08-26,Lançamento - Coleção Verão,Meta Ads,2109,67,68.82,2,214.13
2026-08-26,Lançamento - Coleção Verão,Google Ads,10652,70,86.17,2,201.48
2026-08-26,Promoção - Frete Grátis,Meta Ads,6078,34,103.85,2,233.15
2026-08-26,Promoção - Frete Grátis,Google Ads,14259,191,296.02,2,660.53
2026-08-27,Black Friday - Roupas,Meta Ads,11758,72,169.18,2,175.47
2026-08-27,Black Friday - Roupas,Google Ads,2381,79,229.92,2,293.85
2026-08-27,Institucional - Marca,Meta Ads,2845,64,119.92,5,1134.67
2026-08-27,Institucional - Marca,Google Ads,5422,114,265.44,7,809.41
2026-08-27,Remarketing - Carrinho Abandonado,Meta Ads,14698,315,295.01,12,3656.86
2026-08-27,Remarketing - Carrinho Abandonado,Google Ads,516,6,9.94,0,0.0
2026-08-27,Lançamento - Coleção Verão,Meta Ads,589,4,8.06,0,0.0
2026-08-27,Lançamento - Coleção Verão,Google Ads,9617,128,217.14,7,2205.5
2026-08-27,Promoção - Frete Grátis,Meta Ads,1904,34,57.9,1,223.08
2026-08-27,Promoção - Frete Grátis,Google Ads,8454,97,132.23,2,651.83
2026-08-28,Black Friday - Roupas,Meta Ads,8976,85,129.55,2,380.57
2026-08-28,Black Friday - Roupas,Google Ads,9475,96,291.25,4,684.54
2026-08-28,Institucional - Marca,Meta Ads,10773,116,293.72,3,957.73
2026-08-28,Institucional - Marca,Google Ads,12711,182,205.61,3,764.97
2026-08-28,Remarketing - Carrinho Abandonado,Meta Ads,6882,197,232.66,9,976.59
2026-08-28,Remarketing - Carrinho Abandonado,Google Ads,12280,118,329.51,4,1044.97
2026-08-28,Lançamento - Coleção Verão,Meta Ads,11728,406,357.71,16,3459.95
2026-08-28,Lançamento - Coleção Verão,Google Ads,5175,177,520.97,9,2124.07
2026-08-28,Promoção - Frete Grátis,Meta Ads,5808,140,484.4,8,1578.22
2026-08-28,Promoção - Frete Grátis,Google Ads,1661,29,49.06,1,309.66
