data,campanha,canal,impressoes,cliques,gasto,conversoes,receita
2026-07-26,Institucional - Marca,Google Ads,624,3,4.46,0,0.0
2026-08-17,Promoção - Frete Grátis,Meta Ads,8226,202,690.79,6,500.65
2026-08-20,Institucional - Marca,Meta Ads,6461,93,315.41,1,138.64
2026-06-24,Black Friday - Roupas,Google Ads,9367,317,464.77,17,1960.7
2026-06-25,Remarketing - Carrinho Abandonado,Google Ads,10878,447,512.97,59,11357.55
2026-06-17,Lançamento - Coleção Verão,Google Ads,6723,158,218.53,5,519.97
2026-07-21,Institucional - Marca,Meta Ads,4830,65,81.72,0,0.0
2026-07-04,Institucional - Marca,Meta Ads,514,6,15.4,0,0.0
2026-08-19,Black Friday - Roupas,Meta Ads,13930,525,1702.94,23,4859.89
2026-07-13,Lançamento - Coleção Verão,Meta Ads,7403,162,527.07,6,803.85
2026-07-25,Black Friday - Roupas,Google Ads,6201,224,302.21,15,3141.9
2026-06-17,Institucional - Marca,Meta Ads,2779,30,82.13,0,0.0
2026-06-15,Promoção - Frete Grátis,Google Ads,2650,57,50.87,2,322.45
2026-06-23,Lançamento - Coleção Verão,Meta Ads,5996,141,204.75,5,1088.04
2026-06-10,Remarketing - Carrinho Abandonado,Meta Ads,3798,144,239.87,16,4671.21
2026-06-23,Black Friday - Roupas,Google Ads,4589,149,167.68,10,1189.12
2026-07-30,Lançamento - Coleção Verão,Google Ads,3843,65,196.6,2,237.52
2026-07-18,Institucional - Marca,Google Ads,11368,110,104.76,0,0.0
2026-08-27,Lançamento - Coleção Verão,Meta Ads,5549,165,268.99,6,1117.34
2026-07-31,Black Friday - Roupas,Google Ads,14819,555,691.83,29,4955.89
2026-08-18,Promoção - Frete Grátis,Meta Ads,11665,278,707.34,15,1797.36
2026-06-04,Remarketing - Carrinho Abandonado,Meta Ads,8185,326,780.42,47,14037.04
2026-06-22,Lançamento - Coleção Verão,Google Ads,4773,94,214.34,2,362.44
2026-06-08,Institucional - Marca,Meta Ads,7586,89,98.43,1,102.28
2026-06-23,Black Friday - Roupas,Meta Ads,13285,270,277.08,15,2358.9
2026-06-22,Institucional - Marca,Google Ads,8874,100,154.42,1,83.55
2026-08-17,Lançamento - Coleção Verão,Meta Ads,8392,148,435.14,4,533.07
2026-07-10,Remarketing - Carrinho Abandonado,Meta Ads,7742,450,836.31,52,11583.91
2026-08-26,Remarketing - Carrinho Abandonado,Google Ads,725,38,77.27,4,510.82
2026-07-07,Lançamento - Coleção Verão,Google Ads,11255,200,623.46,7,1112.63
2026-06-02,Institucional - Marca,Meta Ads,1284,14,27.81,0,0.0
2026-08-23,Lançamento - Coleção Verão,Meta Ads,4616,124,265.69,4,486.62
2026-07-05,Institucional - Marca,Google Ads,4725,29,55.04,0,0.0
2026-06-20,Promoção - Frete Grátis,Meta Ads,7990,166,503.81,6,595.25
2026-08-09,Lançamento - Coleção Verão,Meta Ads,12148,264,814.6,8,1431.67
2026-06-24,Remarketing - Carrinho Abandonado,Meta Ads,6350,245,654.72,32,6751.08
2026-08-09,Remarketing - Carrinho Abandonado,Google Ads,2803,121,416.47,16,3295.19
2026-07-13,Black Friday - Roupas,Meta Ads,13363,420,1283.72,20,3659.92
2026-08-14,Promoção - Frete Grátis,Google Ads,10734,306,553.32,15,1758.81
2026-07-31,Promoção - Frete Grátis,Meta Ads,1268,41,111.26,1,162.55
2026-08-10,Promoção - Frete Grátis,Google Ads,4857,146,374.14,6,1023.22
2026-06-30,Lançamento - Coleção Verão,Google Ads,6832,152,,5,1077.99
2026-06-07,Institucional - Marca,Google Ads,11959,91,289.46,0,0.0
2026-07-31,Lançamento - Coleção Verão,Google Ads,8559,244,391.12,5,1037.52
2026-06-02,Institucional - Marca,Google Ads,13442,195,515.55,1,117.06
2026-07-14,Remarketing - Carrinho Abandonado,Google Ads,6347,288,297.55,1,298.3
2026-06-02,Lançamento - Coleção Verão,Google Ads,4293,85,136.95,2,287.87
2026-08-14,Remarketing - Carrinho Abandonado,Google Ads,2094,117,262.43,11,3117.78
2026-07-05,Promoção - Frete Grátis,Meta Ads,8143,231,716.49,8,1349.38
2026-06-21,Lançamento - Coleção Verão,Google Ads,13465,273,575.7,6,792.71
2026-06-10,Black Friday - Roupas,Meta Ads,5339,166,561.38,9,2104.91
2026-07-01,Lançamento - Coleção Verão,Google Ads,4890,132,359.46,5,837.32
2026-07-05,Black Friday - Roupas,Google Ads,2422,51,103.8,2,451.05
2026-07-09,Black Friday - Roupas,Meta Ads,738,25,35.17,1,126.17
2026-07-05,Remarketing - Carrinho Abandonado,Meta Ads,14568,625,1021.98,91,21858.91
2026-07-18,Black Friday - Roupas,Google Ads,13780,372,1103.18,16,3045.13
2026-08-12,Remarketing - Carrinho Abandonado,Google Ads,9533,534,1508.12,46,10885.82
2026-07-26,Black Friday - Roupas,Google Ads,13828,450,1270.37,27,4748.35
2026-07-30,Promoção - Frete Grátis,Meta Ads,5378,161,444.96,8,929.14
2026-08-09,Institucional - Marca,Google Ads,1169,8,25.47,0,0.0
2026-06-04,Institucional - Marca,Meta Ads,1872,9,15.99,0,0.0
2026-08-24,Black Friday - Roupas,Meta Ads,12539,384,1264.94,22,3009.16
2026-08-05,Lançamento - Coleção Verão,Google Ads,13114,307,888.12,14,1540.02
2026-08-07,Black Friday - Roupas,Meta Ads,2646,74,195.35,4,811.99
2026-06-18,Institucional - Marca,Meta Ads,4161,51,103.9,0,0.0
2026-08-16,Lançamento - Coleção Verão,Google Ads,1733,41,124.75,1,194.26
2026-08-16,Promoção - Frete Grátis,Meta Ads,4051,121,176.08,4,431.36
2026-07-11,Promoção - Frete Grátis,Meta Ads,4382,128,134.3,4,405.9
2026-08-15,Black Friday - Roupas,Google Ads,6884,154,217.68,9,1206.61
2026-08-21,Remarketing - Carrinho Abandonado,Google Ads,1653,68,108.43,5,1269.98
2026-06-21,Black Friday - Roupas,Meta Ads,14612,342,584.91,20,4683.64
2026-06-30,Institucional - Marca,Meta Ads,7781,68,208.97,0,0.0
2026-07-29,Institucional - Marca,Google Ads,14457,191,505.69,2,268.97
2026-08-18,Institucional - Marca,Meta Ads,12048,62,133.26,0,0.0
2026-07-22,Black Friday - Roupas,Meta Ads,14005,545,1051.02,25,5458.21
2026-08-22,Institucional - Marca,Meta Ads,8486,48,,0,0.0
2026-08-16,Black Friday - Roupas,Google Ads,13305,439,925.39,19,3563.26
2026-08-19,Remarketing - Carrinho Abandonado,Google Ads,12507,466,467.27,64,14687.11
2026-07-24,Remarketing - Carrinho Abandonado,Google Ads,13105,456,1303.75,2,527.97
2026-08-26,Institucional - Marca,Meta Ads,14605,132,342.39,1,93.71
2026-07-19,Promoção - Frete Grátis,Google Ads,13608,304,1005.58,10,1666.01
2026-08-19,Institucional - Marca,Meta Ads,13764,113,364.49,1,112.77
2026-08-18,Lançamento - Coleção Verão,Google Ads,10331,207,240.76,9,1534.57
2026-06-14,Institucional - Marca,Google Ads,5765,49,153.97,0,0.0
2026-06-07,Black Friday - Roupas,Meta Ads,2713,106,200.79,4,578.81
2026-08-09,Black Friday - Roupas,Meta Ads,2005,57,198.32,2,300.08
2026-06-03,Lançamento - Coleção Verão,Meta Ads,7371,159,469.82,5,721.97
2026-06-11,Black Friday - Roupas,Meta Ads,1883,63,120.32,3,533.88
2026-07-24,Black Friday - Roupas,Google Ads,2099,54,127.94,3,406.6
2026-07-29,Promoção - Frete Grátis,Meta Ads,6554,195,681.48,9,966.23
2026-08-07,Promoção - Frete Grátis,Google Ads,6803,194,423.47,9,1325.5
2026-07-23,Black Friday - Roupas,Meta Ads,12011,352,911.9,21,4180.12
2026-07-07,Institucional - Marca,Google Ads,1105,9,11.2,0,0.0
2026-07-01,Promoção - Frete Grátis,Google Ads,6125,129,347.26,4,518.9
2026-07-31,Remarketing - Carrinho Abandonado,Meta Ads,10748,455,1037.61,37,9741.39
2026-06-26,Institucional - Marca,Meta Ads,8005,112,347.83,1,109.02
2026-07-25,Remarketing - Carrinho Abandonado,Meta Ads,6301,218,361.05,19,4868.73
2026-07-19,Black Friday - Roupas,Google Ads,1361,36,50.87,1,185.25
2026-07-15,Black Friday - Roupas,Google Ads,9681,348,403.16,16,3476.31
2026-08-04,Lançamento - Coleção Verão,Google Ads,11880,289,978.7,8,1609.89
2026-07-18,Lançamento - Coleção Verão,Meta Ads,11974,347,292.25,8,859.6
2026-06-03,Institucional - Marca,Meta Ads,733,7,14.54,0,0.0
2026-06-07,Institucional - Marca,Meta Ads,14102,145,132.9,2,245.97
2026-06-15,Promoção - Frete Grátis,Meta Ads,12874,331,639.11,14,2145.09
2026-07-19,Institucional - Marca,Google Ads,10105,148,162.39,1,88.95
2026-08-12,Lançamento - Coleção Verão,Google Ads,11120,234,259.9,10,1835.63
2026-08-21,Institucional - Marca,Google Ads,5331,74,204.01,1,111.54
2026-06-26,Lançamento - Coleção Verão,Google Ads,3589,93,179.47,2,199.68
2026-06-06,Institucional - Marca,Meta Ads,11589,91,198.9,1,111.03
2026-06-25,Institucional - Marca,Meta Ads,11059,97,87.64,0,0.0
2026-06-18,Institucional - Marca,Google Ads,3804,29,31.12,0,0.0
2026-06-04,Remarketing - Carrinho Abandonado,Google Ads,12857,598,594.19,62,10150.79
2026-06-18,Promoção - Frete Grátis,Meta Ads,4039,88,83.05,4,562.22
2026-08-07,Promoção - Frete Grátis,Google Ads,6803,194,423.47,9,1325.5
2026-08-13,Promoção - Frete Grátis,Meta Ads,3891,123,,7,492.25
2026-06-13,Black Friday - Roupas,Meta Ads,7146,275,415.64,18,3791.23
2026-06-28,Remarketing - Carrinho Abandonado,Google Ads,574,27,60.1,2,566.47
2026-06-05,Remarketing - Carrinho Abandonado,Meta Ads,2169,113,109.21,14,4064.62
2026-07-01,Black Friday - Roupas,Meta Ads,9154,339,479.92,14,3416.07
2026-06-08,Lançamento - Coleção Verão,Meta Ads,10772,282,867.17,13,2032.84
2026-08-12,Black Friday - Roupas,Meta Ads,2193,73,95.93,4,488.93
2026-07-07,Promoção - Frete Grátis,Meta Ads,10299,342,274.94,17,2845.31
2026-06-22,Institucional - Marca,Meta Ads,4145,36,37.75,0,0.0
2026-06-27,Lançamento - Coleção Verão,Google Ads,12511,355,749.9,11,1142.33
2026-07-02,Black Friday - Roupas,Google Ads,12446,416,1325.45,17,3963.77
2026-08-12,Promoção - Frete Grátis,Meta Ads,13551,420,402.55,13,2190.77
2026-07-15,Remarketing - Carrinho Abandonado,Meta Ads,12481,618,590.84,70,12565.49
2026-07-21,Institucional - Marca,Google Ads,7267,36,59.01,0,0.0
2026-07-20,Remarketing - Carrinho Abandonado,Google Ads,5958,350,628.51,2,337.29
2026-06-04,Institucional - Marca,Google Ads,4020,40,67.38,0,0.0
2026-06-01,Promoção - Frete Grátis,Google Ads,8559,255,458.99,11,1640.38
2026-08-08,Promoção - Frete Grátis,Meta Ads,11980,306,446.9,9,832.64
2026-06-17,Black Friday - Roupas,Meta Ads,14003,445,541.29,23,5749.08
2026-06-29,Remarketing - Carrinho Abandonado,Google Ads,10025,305,956.56,27,5632.3
2026-06-30,Remarketing - Carrinho Abandonado,Google Ads,7506,284,696.24,27,7963.97
2026-08-01,Lançamento - Coleção Verão,Meta Ads,5618,129,104.18,6,1213.58
2026-08-02,Remarketing - Carrinho Abandonado,Google Ads,6105,213,533.91,28,6436.3
2026-06-28,Lançamento - Coleção Verão,Google Ads,11787,212,600.99,6,788.52
2026-08-21,Lançamento - Coleção Verão,Meta Ads,3871,101,252.36,4,735.55
2026-07-31,Institucional - Marca,Google Ads,5116,39,64.48,0,0.0
2026-07-19,Remarketing - Carrinho Abandonado,Meta Ads,3628,210,,21,4104.73
2026-07-20,Lançamento - Coleção Verão,Meta Ads,9038,242,764.0,5,962.78
2026-06-19,Institucional - Marca,Meta Ads,4355,40,128.52,0,0.0
2026-08-25,Institucional - Marca,Google Ads,10844,99,332.83,0,0.0
2026-08-08,Remarketing - Carrinho Abandonado,Meta Ads,1383,80,212.12,7,2054.97
2026-08-14,Remarketing - Carrinho Abandonado,Meta Ads,1945,64,143.63,5,1125.62
2026-06-04,Lançamento - Coleção Verão,Meta Ads,6628,176,552.42,6,1220.65
2026-06-16,Lançamento - Coleção Verão,Meta Ads,11553,225,562.73,4,874.64
2026-06-01,Institucional - Marca,Meta Ads,3739,38,119.54,0,0.0
2026-08-15,Remarketing - Carrinho Abandonado,Meta Ads,11443,454,1525.67,53,14321.51
2026-07-21,Promoção - Frete Grátis,Meta Ads,10119,263,321.58,15,2489.37
2026-07-20,Lançamento - Coleção Verão,Google Ads,11763,190,627.37,7,762.46
2026-07-01,Promoção - Frete Grátis,Meta Ads,11053,322,800.6,10,978.14
2026-06-29,Promoção - Frete Grátis,Google Ads,1818,45,61.99,2,267.1
2026-07-27,Black Friday - Roupas,Meta Ads,7956,273,341.06,18,2138.93
2026-07-12,Remarketing - Carrinho Abandonado,Meta Ads,4194,175,253.24,17,3509.16
2026-07-13,Black Friday - Roupas,Google Ads,11546,275,278.82,12,2482.55
2026-06-15,Black Friday - Roupas,Google Ads,588,15,22.0,0,0.0
2026-06-23,Institucional - Marca,Google Ads,2783,36,69.6,0,0.0
2026-06-19,Institucional - Marca,Google Ads,756,5,10.38,0,0.0
2026-08-24,Black Friday - Roupas,Google Ads,8411,289,783.13,15,2243.57
2026-08-07,Institucional - Marca,Meta Ads,2585,15,46.17,0,0.0
2026-07-22,Black Friday - Roupas,Google Ads,7329,184,635.37,9,1963.64
2026-08-13,Black Friday - Roupas,Google Ads,6295,209,551.36,8,1010.98
2026-08-01,Black Friday - Roupas,Google Ads,7974,240,385.58,13,2888.05
2026-08-14,Lançamento - Coleção Verão,Google Ads,2334,58,76.55,1,166.44
2026-06-12,Lançamento - Coleção Verão,Google Ads,966,22,31.21,0,0.0
2026-06-01,Black Friday - Roupas,Google Ads,11949,367,790.16,15,2103.99
2026-06-12,Institucional - Marca,Google Ads,14960,162,537.86,2,250.17
2026-08-25,Lançamento - Coleção Verão,Meta Ads,12130,279,466.38,10,1758.33
2026-08-08,Lançamento - Coleção Verão,Meta Ads,656,15,18.46,0,0.0
2026-08-16,Remarketing - Carrinho Abandonado,Google Ads,2997,103,163.05,11,1831.23
2026-06-17,Remarketing - Carrinho Abandonado,Google Ads,13658,669,1133.56,56,8421.71
2026-06-19,Remarketing - Carrinho Abandonado,Meta Ads,10452,463,1600.37,49,14157.1
2026-08-07,Lançamento - Coleção Verão,Google Ads,3360,58,133.44,2,365.95
2026-07-08,Institucional - Marca,Meta Ads,7956,86,132.2,0,0.0
2026-06-28,Remarketing - Carrinho Abandonado,Meta Ads,1486,56,186.66,5,619.47
2026-08-10,Remarketing - Carrinho Abandonado,Meta Ads,8578,511,844.44,52,9423.68
2026-06-01,Black Friday - Roupas,Meta Ads,12963,318,528.27,22,3703.43
2026-07-27,Lançamento - Coleção Verão,Meta Ads,9507,177,255.76,5,820.04
2026-07-25,Black Friday - Roupas,Meta Ads,2390,60,79.4,3,541.29
2026-07-21,Black Friday - Roupas,Meta Ads,8380,207,559.0,11,1493.25
2026-08-11,Promoção - Frete Grátis,Meta Ads,9373,284,838.07,14,1173.65
2026-07-09,Institucional - Marca,Google Ads,12026,136,109.42,1,106.86
2026-07-11,Remarketing - Carrinho Abandonado,Google Ads,13829,541,1270.92,3,480.64
2026-07-27,Black Friday - Roupas,Google Ads,1860,47,141.33,2,229.51
2026-06-03,Black Friday - Roupas,Meta Ads,7173,177,319.66,9,1214.67
2026-08-20,Remarketing - Carrinho Abandonado,Google Ads,4155,212,480.56,21,3121.21
2026-06-18,Lançamento - Coleção Verão,Meta Ads,3637,67,65.4,1,172.18
2026-07-04,Remarketing - Carrinho Abandonado,Google Ads,8653,323,833.52,45,11881.0
2026-07-08,Promoção - Frete Grátis,Google Ads,14627,430,758.72,12,1998.95
2026-07-25,Remarketing - Carrinho Abandonado,Google Ads,9661,471,1497.16,39,10168.78
2026-06-18,Black Friday - Roupas,Google Ads,8154,190,337.17,12,1982.3
2026-07-22,Promoção - Frete Grátis,Google Ads,5815,188,308.29,7,1058.22
2026-08-23,Black Friday - Roupas,Meta Ads,8887,192,155.06,9,1458.79
2026-07-21,Lançamento - Coleção Verão,Google Ads,6107,106,86.98,3,368.93
2026-06-16,Institucional - Marca,Meta Ads,6888,61,,0,0.0
2026-08-01,Promoção - Frete Grátis,Meta Ads,12096,385,1147.76,13,1092.09
2026-07-12,Institucional - Marca,Google Ads,3754,48,94.78,0,0.0
2026-07-31,Promoção - Frete Grátis,Google Ads,11751,267,381.19,15,1978.6
2026-08-02,Institucional - Marca,Meta Ads,3656,18,31.0,0,0.0
2026-07-29,Black Friday - Roupas,Google Ads,2135,43,112.22,2,252.81
2026-08-25,Promoção - Frete Grátis,Meta Ads,7028,222,348.05,6,1038.12
2026-08-04,Black Friday - Roupas,Google Ads,8790,281,332.0,12,2611.7
2026-07-02,Lançamento - Coleção Verão,Meta Ads,13402,272,682.59,6,787.36
2026-06-26,Promoção - Frete Grátis,Meta Ads,13604,436,629.12,15,1897.58
2026-08-23,Remarketing - Carrinho Abandonado,Meta Ads,10672,590,1530.18,61,15547.38
2026-08-06,Institucional - Marca,Meta Ads,765,5,16.37,0,0.0
2026-07-18,Remarketing - Carrinho Abandonado,Meta Ads,9863,465,948.6,58,12430.98
2026-07-04,Lançamento - Coleção Verão,Google Ads,7420,125,133.81,6,816.39
2026-07-24,Promoção - Frete Grátis,Meta Ads,6197,199,453.73,6,876.79
2026-07-21,Remarketing - Carrinho Abandonado,Meta Ads,5942,199,690.19,25,6058.82
2026-07-10,Promoção - Frete Grátis,Meta Ads,5834,173,514.61,10,1378.96
2026-07-13,Institucional - Marca,Google Ads,1079,11,10.61,0,0.0
2026-07-31,Remarketing - Carrinho Abandonado,Google Ads,2645,151,346.87,15,4092.81
2026-08-06,Black Friday - Roupas,Meta Ads,3640,113,222.11,5,962.97
2026-07-19,Black Friday - Roupas,Meta Ads,6798,219,288.26,10,1960.13
2026-07-13,Institucional - Marca,Meta Ads,12072,94,154.24,1,198.37
2026-06-12,Promoção - Frete Grátis,Google Ads,3993,133,132.91,4,680.08
2026-08-05,Black Friday - Roupas,Meta Ads,8925,260,836.16,15,3266.38
2026-08-08,Black Friday - Roupas,Google Ads,12276,441,627.54,28,4298.31
2026-08-27,Remarketing - Carrinho Abandonado,Google Ads,7581,372,446.4,51,7699.4
2026-08-11,Remarketing - Carrinho Abandonado,Meta Ads,3165,179,558.66,22,4238.21
2026-08-05,Promoção - Frete Grátis,Google Ads,11185,279,842.3,16,1697.15
2026-08-18,Promoção - Frete Grátis,Google Ads,3640,109,249.74,4,419.31
2026-06-26,Lançamento - Coleção Verão,Meta Ads,2095,44,56.25,1,196.06
2026-08-04,Institucional - Marca,Google Ads,9576,67,233.6,0,0.0
2026-06-25,Promoção - Frete Grátis,Google Ads,4637,131,206.63,4,406.88
2026-08-06,Remarketing - Carrinho Abandonado,Meta Ads,13694,743,623.7,106,19540.61
2026-08-27,Remarketing - Carrinho Abandonado,Meta Ads,11614,460,,53,12699.21
